all,all_genus,mam,mam_genus,amph,amph_genus,rep,rep_genus,tree_height,tree_density,elevation,temp,precip,country,island,BGR,vert_all,mam_all,amp_all,rep_all,x,y
5,4,0,0,1,1,4,3,23.90858,35399.19,305.0641,24.94689,224.5775,Myanmar (Burma),NA,9,177,71,23,83,94.7794,17.83662251
3,3,1,1,1,1,1,1,32.12829,21559.48,3837.194,6.069316,76.50286,India,NA,9,131,71,7,53,96.4094,28.64662251
7,6,3,2,2,2,2,2,35.97287,52178.33,2026.869,15.85074,226.1429,Myanmar (Burma),NA,9,210,110,16,84,96.8894,27.17662251
2,2,2,2,0,0,0,0,32.41408,42526.71,3332.065,6.53802,89.12947,India,NA,9,120,68,9,43,76.4494,32.31662251
9,6,4,2,1,1,4,3,28.03919,38424.23,419.2952,23.4708,133.3256,Myanmar (Burma),NA,9,199,102,14,83,94.8694,23.55662251
5,4,2,1,2,2,1,1,37.48534,50452.08,1570.126,17.38333,180.7209,India,NA,9,148,53,24,71,94.0894,28.19662251
7,6,3,2,3,3,1,1,34.78001,27217.08,2889.923,11.82464,140.7287,India,NA,9,172,98,15,59,97.0094,28.06662251
7,6,3,2,2,2,2,2,38.22986,39236.09,1832.194,16.08956,225.9879,Myanmar (Burma),NA,9,197,110,16,71,96.6994,27.30662251
4,4,1,1,2,2,1,1,37.90961,41737.78,2786.833,10.43907,109.152,India,NA,9,138,65,18,55,96.0594,28.57662251
5,4,4,3,1,1,0,0,34.07055664,38109.76563,2182.851807,13.35106964,134.9202881,Bhutan,NA,9,101,63,6,32,91.3394,27.41662251
5,5,1,1,2,2,2,2,39.03828,48926.81,1879.688,15.1219,137.1258,India,NA,9,188,72,29,87,93.3594,27.30662251
4,4,1,1,2,2,1,1,28.81722,56217.92,2556.101,12.48608,143.548,India,NA,9,178,73,29,76,96.0494,28.20662251
4,4,1,1,2,2,1,1,31.0574,38726.8,3276.646,10.25459,74.69467,India,NA,9,133,59,13,61,92.5394,27.58662251
8,6,5,3,2,2,1,1,38.18351,66314.41,1778.291,14.25876,192.5887,Myanmar (Burma),NA,9,194,113,16,65,97.0694,27.43662251
4,4,1,1,2,2,1,1,36.77502,64391,3602.686,6.425124,56.08366,India,NA,9,146,56,32,58,94.4794,28.66662251
9,7,5,3,2,2,2,2,27.38848,39238.85,420.697,23.31634,185.9666,Vietnam,NA,9,312,157,67,88,105.6394,18.03662251
7,6,3,2,3,3,1,1,33.24268,64472.14,3101.051,8.459882,105.4676,India,NA,9,182,91,20,71,96.8894,28.00662251
5,5,2,2,2,2,1,1,21.22743,25167.33,4094.747,5.072235,78.904,India,NA,9,172,98,15,59,96.8294,28.23662251
6,5,3,2,2,2,1,1,39.19518,72535.53,782.6921,18.99368,287.2907,Myanmar (Burma),NA,9,210,119,19,72,97.3894,26.86662251
8,7,2,2,2,2,4,3,0.9627411,35233.45,981.5759,22.74682,104.1759,Myanmar (Burma),NA,9,201,99,19,83,94.4194,22.44662251
5,4,0,0,1,1,4,3,23.68047,30698.94,708.764,23.42847,163.6581,Myanmar (Burma),NA,9,181,78,19,84,94.7294,18.81662251
9,6,5,2,2,2,2,2,36.39701,45226.64,3127.069,9.596912,122.0599,India,NA,9,213,122,20,71,96.8594,27.81662251
5,4,2,1,2,2,1,1,5.304177,12269.37,3316.633,8.990353,74.28497,India,NA,9,147,55,32,60,94.2494,28.41662251
14,8,7,4,1,1,6,3,34.24223,49423.94,620.9301,24.50267,150.0437,Myanmar (Burma),NA,9,262,117,41,104,99.2494,12.37662251
9,7,5,3,2,2,2,2,32.59627,62479.27,439.7276,22.73424,196.4832,Vietnam,NA,9,307,142,65,100,105.9394,17.65662251
10,8,5,3,2,2,3,3,26.46630478,61067.77734,616.8682861,22.34446106,193.7048187,Laos,NA,9,322,155,67,100,105.9194,17.51662251
9,7,4,2,2,2,3,3,28.39785576,44111.3125,497.435791,23.35306396,187.0669098,Laos,NA,9,311,152,65,94,106.0094,17.30662251
6,5,3,2,1,1,2,2,27.84378242,35882.23047,254.4382324,25.14894714,158.7198486,Laos,NA,9,263,126,46,91,105.7394,16.77662251
3,3,0,0,2,2,1,1,28.46338,67255.66,3430.096,8.930776,59.95077,India,NA,9,137,59,13,65,92.9394,27.86662251
5,5,2,2,1,1,2,2,29.55330467,44893.09766,222.4672394,25.83987122,142.3959961,Laos,NA,9,234,108,41,85,105.7494,15.90662251
2,2,0,0,1,1,1,1,2.10357,52864.02,3320.828,7.136418,45.80615,India,NA,9,137,59,13,65,92.8594,27.99662251
7,5,4,2,2,2,1,1,35.49215,67866.45,2621.712,13.31129,137.4537,Myanmar (Burma),NA,9,218,131,20,67,98.2694,26.62662251
11,7,5,2,2,2,4,3,23.56349,28892.64,722.1824,24.94684,82.03698,Myanmar (Burma),NA,9,283,135,51,97,97.6594,19.06662251
4,4,1,1,2,2,1,1,34.29229,46819.88,2245.72,13.49981,109.0418,India,NA,9,151,67,17,67,92.5394,27.52662251
11,7,5,2,2,2,4,3,24.24913,31439.95,924.0853,25.07729,80.99509,Myanmar (Burma),NA,9,283,135,51,97,97.6494,19.03662251
12,7,6,3,1,1,5,3,30.21644,54403.14,822.3118,23.29899,168.3287,Myanmar (Burma),NA,9,262,121,43,98,98.9294,13.57662251
6,5,3,2,2,2,1,1,37.50805,69558.2,1706.972,14.50301,200.3089,Myanmar (Burma),NA,9,219,122,20,77,97.2994,26.93662251
5,4,4,3,0,0,1,1,28.40557,60905.92,3329.098,5.60191,73.8847,Myanmar (Burma),NA,9,141,94,4,43,97.5794,28.35662251
8,6,4,3,2,2,2,1,32.47282,54962.17,399.2748,22.37156,258.663,Myanmar (Burma),NA,9,195,105,15,75,96.2994,26.13662251
8,6,4,2,3,3,1,1,37.55376,68458.21,1429.552,16.28538,176.3682,Myanmar (Burma),NA,9,206,121,22,63,98.1394,26.58662251
4,4,1,1,2,2,1,1,34.32412,46247.22,2678.098,13.78654,113.9262,India,NA,9,151,67,17,67,92.5694,27.42662251
12,7,6,3,1,1,5,3,24.46147,43980.03,272.0178,24.86976,267.435,Myanmar (Burma),NA,9,255,121,40,94,98.6194,13.62662251
2,2,0,0,1,1,1,1,31.91665,54062.15,714.7947,18.686,198.5515,India,NA,9,111,70,25,16,94.9494,29.08662251
5,4,2,1,2,2,1,1,39.7846,50396.68,1748.16,15.40188,156.9935,India,NA,9,147,56,32,59,94.7794,28.59662251
5,4,2,1,2,2,1,1,35.10182,46018.09,1524.93,15.07305,140.981,India,NA,9,139,53,24,62,94.0094,28.29662251
9,7,5,3,2,2,2,2,32.54763,58013.96,2694.615,11.46666,151.8379,India,NA,9,213,122,20,71,96.7394,27.58662251
7,6,3,2,2,2,2,2,36.66788,55767.14,2098.372,14.30189,182.9103,India,NA,9,182,91,20,71,96.9694,27.84662251
6,5,3,2,2,2,1,1,36.34934,56107.96,2374.464,13.13239,180.2831,Myanmar (Burma),NA,9,219,122,20,77,97.1994,26.96662251
10,7,5,3,3,2,2,2,32.56439972,63994.26953,1178.297729,18.52822571,176.6467896,Laos,NA,9,311,160,58,93,105.4094,18.07662251
5,5,1,1,1,1,3,3,30.82582855,65195.05859,135.5946655,26.69925232,146.4150696,Cambodia,NA,9,208,88,27,93,105.6694,13.18662251
5,4,0,0,1,1,4,3,8.366179,26627.15,488.3231,24.99024,142.7009,Myanmar (Burma),NA,9,187,77,18,92,94.8494,18.85662251
5,5,1,1,2,2,2,2,38.51641,40145.85,2052.834,14.81025,156.8988,India,NA,9,141,63,21,57,95.2694,28.63662251
8,6,5,3,2,2,1,1,34.60202,70104.33,2204.322,12.56941,133.7964,Myanmar (Burma),NA,9,208,128,17,63,98.2094,27.09662251
3,2,3,2,0,0,0,0,35.65047455,42327.81641,3378.660645,8.285106659,68.97523499,Bhutan,NA,9,101,63,6,32,91.3994,27.51662251
6,6,2,2,3,3,1,1,33.65148,38351.12,2359.238,11.5287,133.5675,India,NA,9,166,86,19,61,96.4294,28.21662251
5,4,2,1,2,2,1,1,38.17179,48606.21,1152.514,17.55481,197.9204,India,NA,9,153,63,27,63,94.7094,28.49662251
9,7,4,3,2,2,3,2,34.79517,59166.24,729.5536,21.82503,256.175,Myanmar (Burma),NA,9,190,100,14,76,95.9494,26.10662251
6,5,3,2,2,2,1,1,38.09207,65672.41,644.0081,17.91336,255.5795,Myanmar (Burma),NA,9,205,115,19,71,96.7494,26.90662251
3,3,1,1,1,1,1,1,33.22865,34477.15,3593.846,7.480514,78.65023,India,NA,9,131,65,18,48,96.0894,28.93662251
9,7,5,3,2,2,2,2,27.19778,32605.72,3514.746,7.604845,108.2072,Myanmar (Burma),NA,9,213,122,20,71,96.8894,27.57662251
8,6,5,3,2,2,1,1,37.13674,87722.34,2348.094,12.0339,129.4603,Myanmar (Burma),NA,9,211,130,18,63,98.1994,27.04662251
3,3,1,1,1,1,1,1,29.52336,32483.55,3060.331,6.767604,73.12639,India,NA,9,127,71,7,49,96.1294,28.99662251
2,2,0,0,1,1,1,1,31.24811,89397.26,2823.638,9.906689,62.80235,India,NA,9,121,51,13,57,93.1694,28.27662251
3,3,1,1,1,1,1,1,4.435831,12554.68,4041.399,4.249136,38.58055,India,NA,9,132,61,14,57,92.4694,27.68662251
5,5,1,1,2,2,2,2,36.3255,29540.52,2567.828,9.24377,81.87509,India,NA,9,135,63,21,51,95.3794,28.99662251
6,5,3,2,2,2,1,1,34.39243,55532.93,252.6554,22.4497,272.0917,Myanmar (Burma),NA,9,201,107,16,78,96.5194,26.70662251
3,3,1,1,1,1,1,1,35.22016,35691.96,2110.906,9.899502,102.0506,India,NA,9,131,71,7,53,96.2594,28.78662251
5,5,1,1,2,2,2,2,36.73305,46075.86,2119.739,13.162,110.8055,India,NA,9,165,64,24,77,93.2594,27.55662251
6,5,3,2,2,2,1,1,37.54101,48266.75,663.0334,19.60151,288.3883,Myanmar (Burma),NA,9,211,113,20,78,97.0794,26.80662251
2,2,2,2,0,0,0,0,34.03051376,61302.50391,3375.174316,6.794274902,66.09902191,Bhutan,NA,9,86,58,3,25,90.2294,27.60662251
5,4,0,0,1,1,4,3,29.54162,50983.7,1065.095,21.87504,160.039,Myanmar (Burma),NA,9,187,77,18,92,94.6794,18.95662251
9,5,5,2,1,1,3,2,34.15551,52198.56,235.7539,23.77238,199.4364,Myanmar (Burma),NA,9,198,103,17,78,95.3894,25.29662251
8,6,5,3,2,2,1,1,37.49621,98989.22,1763.142,13.89486,183.1154,Myanmar (Burma),NA,9,199,122,20,57,97.0294,27.62662251
12,7,6,3,1,1,5,3,30.77044,50427.34,656.3953,23.92659,206.8711,Myanmar (Burma),NA,9,250,118,40,92,98.7794,13.81662251
8,6,4,2,2,2,2,2,37.47835,51589.09,1978.312,13.21615,166.4519,India,NA,9,213,122,20,71,96.9794,27.80662251
8,6,5,3,2,2,1,1,37.62719,49491.94,1910.25,15.77841,165.1098,Myanmar (Burma),NA,9,217,140,19,58,98.0794,27.73662251
8,6,5,3,2,2,1,1,33.92481,105588.5,2786.079,11.2688,113.3643,Myanmar (Burma),NA,9,201,133,10,58,97.9294,27.92662251
7,5,5,3,1,1,1,1,32.71148,77799.12,3160.462,5.903886,79.19695,Myanmar (Burma),NA,9,180,109,9,62,97.8094,28.02662251
13,7,6,3,1,1,6,3,36.59917,46979.6,347.7003,25.30563,138.1971,Myanmar (Burma),NA,9,269,117,41,111,99.4994,11.75662251
10,7,5,3,3,2,2,2,30.74544334,57849.03516,778.7104492,20.1959259,175.3226013,Laos,NA,9,312,157,67,88,105.4594,18.06662251
7,5,4,2,2,2,1,1,38.19424,67152.99,1095.906,17.95214,270.7456,Myanmar (Burma),NA,9,209,120,17,72,97.3994,27.11662251
6,5,3,2,2,2,1,1,38.87301,63799.95,1206.995,18.42725,256.4064,Myanmar (Burma),NA,9,198,108,15,75,96.5894,26.86662251
6,6,2,2,3,3,1,1,36.99745,63770.56,3105.674,10.77051,122.8383,India,NA,9,166,86,19,61,96.5994,28.23662251
7,5,5,3,1,1,1,1,16.94127,51371.12,3652.096,6.135612,80.24984,Myanmar (Burma),NA,9,180,109,9,62,97.8094,28.01662251
6,4,5,3,0,0,1,1,22.80846,43097.62,3742.697,3.942786,66.79042,Myanmar (Burma),NA,9,175,117,11,47,97.9494,28.25662251
4,4,1,1,2,2,1,1,35.1014,49257.14,1521.682,16.73722,157.029,India,NA,9,132,53,20,59,93.5894,28.14662251
3,3,1,1,1,1,1,1,33.93673,35396.82,2192.618,11.82818,95.17595,India,NA,9,113,68,31,14,94.7494,29.06662251
4,4,1,1,2,2,1,1,35.6804,96843.45,1435.475,15.46543,135.7369,India,NA,9,121,51,13,57,93.6294,28.38662251
4,4,1,1,2,2,1,1,35.62074,48048.85,1048.125,16.90137,172.7979,India,NA,9,131,54,27,50,94.6294,28.84662251
5,4,2,1,2,2,1,1,37.33969,52482.16,1652.294,15.92091,155.2536,India,NA,9,139,53,24,62,94.0094,28.19662251
8,6,4,3,2,2,2,1,31.92047,37650.11,256.9506,22.93484,265.0576,Myanmar (Burma),NA,9,195,105,15,75,96.2594,26.34662251
9,7,5,3,2,2,2,2,34.66284,50473.42,2354.537,10.34887,102.5039,Myanmar (Burma),NA,9,238,149,21,68,98.6994,27.04662251
6,5,3,2,2,2,1,1,18.30355,9652.827,3957.828,5.35696,80.71651,India,NA,9,172,98,15,59,96.8494,28.15662251
5,4,4,3,0,0,1,1,33.81897,75673.41,3235.928,7.543197,84.73363,Myanmar (Burma),NA,9,170,115,4,51,97.6494,28.26662251
5,5,1,1,2,2,2,2,19.38923,10827.42,3778.787,9.029337,85.2305,India,NA,9,146,63,23,60,95.1594,28.71662251
11,7,5,2,2,2,4,3,21.38264,25858.99,741.0214,25.32322,86.18371,Myanmar (Burma),NA,9,285,137,51,97,97.6594,19.11662251
6,4,5,3,0,0,1,1,26.99818,74502.16,3263.461,5.201178,71.0827,Myanmar (Burma),NA,9,170,115,4,51,97.9094,28.24662251
5,4,4,3,1,1,0,0,31.32385826,49616.10156,2981.626221,9.734013367,94.98890686,Bhutan,NA,9,106,67,7,32,90.7994,27.46662251
2,2,0,0,1,1,1,1,17.42432,6730.836,3782.451,5.464219,48.69778,India,NA,9,131,54,27,50,94.4094,29.02662251
6,5,2,1,2,2,2,2,38.66924,47743.5,1765.217,14.11226,137.5166,India,NA,9,137,63,23,51,95.1694,28.85662251
5,5,1,1,2,2,2,2,37.63718,59498.33,3121.156,10.51674,84.74564,India,NA,9,165,64,24,77,93.3494,27.53662251
6,5,3,2,2,2,1,1,24.91385,28153.21,4124.138,6.797106,91.7788,India,NA,9,172,98,15,59,96.8794,28.08662251
8,6,4,3,2,2,2,1,34.76155,56445.27,656.6523,21.4868,261.9663,Myanmar (Burma),NA,9,199,105,16,78,96.3094,26.46662251
5,5,1,1,2,2,2,2,37.56784,48555.19,1750.853,14.89873,133.5292,India,NA,9,165,64,24,77,93.4294,27.56662251
8,6,4,3,2,2,2,1,28.44497,57427.44,280.0462,22.78067,261.5885,Myanmar (Burma),NA,9,191,100,14,77,96.1494,26.08662251
5,5,1,1,2,2,2,2,37.95996,41265.12,1884.398,15.96154,146.774,India,NA,9,188,72,29,87,93.2994,27.25662251
5,4,2,1,2,2,1,1,36.07881,53141.04,1947.347,12.85292,117.0872,India,NA,9,148,53,24,71,94.3294,28.23662251
12,7,6,3,1,1,5,3,32.76525,46005.86,687.0558,24.37201,133.5398,Myanmar (Burma),NA,9,297,129,52,116,99.1494,12.82662251
5,5,1,1,1,1,3,3,30.84838867,61198.49219,135.8551636,26.64976196,146.6440582,Cambodia,NA,9,208,88,27,93,105.6794,13.24662251
4,4,1,1,2,2,1,1,35.01316,51964.88,2221.216,12.10557,98.23422,India,NA,9,146,56,32,58,94.3994,28.68662251
5,4,0,0,1,1,4,3,26.55402,38241.52,507.1526,24.25306,201.368,Myanmar (Burma),NA,9,172,73,15,84,94.5194,18.91662251
8,5,4,2,1,1,3,2,32.88736,53689.5,204.472,23.79091,224.3918,Myanmar (Burma),NA,9,197,103,16,78,95.4794,25.57662251
4,4,3,3,1,1,0,0,20.03402328,3702.446289,4185.591309,4.567065048,65.56561279,Bhutan,NA,9,181,122,18,41,89.1794,27.28662251
12,7,6,3,1,1,5,3,30.961,46380.18,934.5869,23.02872,188.4179,Myanmar (Burma),NA,9,250,118,40,92,98.8194,13.82662251
6,6,2,2,3,3,1,1,37.33263,58741.75,2714.89,12.94289,152.9294,India,NA,9,166,86,19,61,96.6894,28.15662251
7,5,3,2,2,2,2,1,35.97965,56820.59,495.9803,22.88938,244.9121,Myanmar (Burma),NA,9,189,99,14,76,95.8994,25.72662251
2,2,0,0,1,1,1,1,27.6995,25629.88,3634.28,6.944459,50.58866,India,NA,9,130,56,26,48,94.2094,28.95662251
9,5,5,2,1,1,3,2,35.09584,50524.8,257.8715,23.73844,187.2334,Myanmar (Burma),NA,9,187,97,15,75,95.2494,25.13662251
2,2,0,0,1,1,1,1,32.04666,38835.63,3388.921,6.712047,49.92361,India,NA,9,70,56,4,10,94.2494,29.03662251
5,5,1,1,2,2,2,2,35.24354,49441.86,2155.791,15.07095,130.2525,India,NA,9,149,65,20,64,93.2094,27.71662251
8,6,4,2,3,3,1,1,36.42105,72007.58,1933.251,15.48188,159.8685,Myanmar (Burma),NA,9,220,130,24,66,98.1294,26.22662251
5,4,0,0,1,1,4,3,29.42535,38449.11,516.3475,24.60813,223.9555,Myanmar (Burma),NA,9,172,73,15,84,94.4494,18.91662251
9,7,5,3,2,2,2,2,36.45099,49534.59,1029.395,18.19109,245.3325,India,NA,9,216,107,26,83,96.3794,27.42662251
6,5,3,2,2,2,1,1,36.95425,59358.73,2959.722,11.90225,159.3493,Myanmar (Burma),NA,9,219,122,20,77,97.1394,27.08662251
5,4,0,0,1,1,4,3,22.49822,31496.96,738.5029,23.60225,158.7327,Myanmar (Burma),NA,9,181,78,19,84,94.7594,18.82662251
3,3,1,1,1,1,1,1,25.99971,26754.6,3186.279,7.323185,86.00113,India,NA,9,134,73,29,32,96.2094,28.50662251
7,5,4,2,2,2,1,1,37.23872,67597.24,996.3315,18.77048,252.7613,Myanmar (Burma),NA,9,216,125,21,70,97.8394,26.92662251
5,4,0,0,1,1,4,3,29.35468,46851.42,942.3105,23.11869,171.1401,Myanmar (Burma),NA,9,175,76,15,84,94.4994,19.19662251
7,6,4,3,2,2,1,1,37.50358,80760.41,2278.874,14.63639,186.0161,Myanmar (Burma),NA,9,199,122,20,57,97.2094,27.77662251
1,1,1,1,0,0,0,0,20.09913445,43259.09766,4500.53125,2.530175209,36.52086639,Bhutan,NA,9,93,63,6,24,90.5594,27.73662251
3,3,1,1,1,1,1,1,36.02121,41667.72,2118.477,13.53772,145.7376,India,NA,9,138,65,18,55,96.0594,28.63662251
9,6,4,2,2,2,3,2,34.50737,48642.01,1115.633,20.31284,169.0266,Myanmar (Burma),NA,9,184,93,17,74,95.7594,24.95662251
6,5,2,1,2,2,2,2,22.16917,12728.76,3786.525,7.826144,78.69935,India,NA,9,141,63,21,57,95.4694,28.70662251
2,2,2,2,0,0,0,0,39.14777374,52156.26563,2625.297363,10.40387421,85.89914703,Bhutan,NA,9,84,58,4,22,91.3194,27.69662251
7,5,4,2,2,2,1,1,37.43541,73990.94,833.3127,18.78685,283.9675,Myanmar (Burma),NA,9,210,119,19,72,97.4494,26.96662251
8,6,4,3,2,2,2,1,26.1659,58962.53,263.6447,22.65738,264.825,Myanmar (Burma),NA,9,199,105,16,78,96.2594,26.42662251
10,7,5,3,3,2,2,2,32.92553,54249.41,733.347,20.82319,165.4528,Vietnam,NA,9,310,158,63,89,105.4094,18.22662251
6,6,2,2,3,3,1,1,38.46448,55843.22,2399.45,13.47548,161.449,India,NA,9,166,86,19,61,96.5794,28.16662251
8,6,5,3,2,2,1,1,36.41325,42238.94,884.2045,18.42607,235.758,Myanmar (Burma),NA,9,206,115,19,72,97.8194,27.55662251
2,2,2,2,0,0,0,0,31.06230164,46989.68359,3462.108398,5.820946121,55.3314209,Bhutan,NA,9,94,64,4,26,89.8094,27.77662251
1,1,1,1,0,0,0,0,34.90708542,44263.22266,3909.676025,4.321134949,44.60850906,Bhutan,NA,9,93,63,6,24,90.6594,27.71662251
8,6,5,3,2,2,1,1,36.50346,80363.7,2435.792,11.95944,128.8821,Myanmar (Burma),NA,9,218,131,20,67,98.2494,26.74662251
10,7,5,3,3,2,2,2,34.25039,49727.61,1186.752,20.69007,143.2897,Vietnam,NA,9,294,154,54,86,104.8894,18.78662251
10,7,5,3,3,2,2,2,34.67857,59469.33,1279.307,19.26243,146.9409,Vietnam,NA,9,293,154,54,85,104.7294,18.81662251
5,4,0,0,1,1,4,3,30.88573,49066.46,809.7206,23.2486,205.3633,Myanmar (Burma),NA,9,174,76,19,79,94.7594,18.15662251
7,5,4,2,2,2,1,1,35.92833,77238.42,1960.658,15.61774,183.1094,Myanmar (Burma),NA,9,211,130,18,63,97.9794,26.91662251
4,4,1,1,2,2,1,1,33.45093,42020.19,2879.434,11.54493,86.79434,India,NA,9,152,72,15,65,92.5194,27.56662251
9,7,5,3,2,2,2,2,30.97997,33795.33,3204.775,8.219633,97.43757,Myanmar (Burma),NA,9,244,149,21,74,98.7494,26.68662251
4,4,1,1,2,2,1,1,36.09887,44738.68,1956.512,13.84094,122.7955,India,NA,9,131,54,27,50,94.5994,28.82662251
3,3,1,1,1,1,1,1,27.16176,30895.68,3440.325,4.533558,69.47497,India,NA,9,131,71,7,53,96.4194,28.61662251
9,5,5,2,1,1,3,2,32.25375,51449.25,214.4461,23.72024,205.1011,Myanmar (Burma),NA,9,198,103,17,78,95.4994,25.33662251
7,5,4,2,2,2,1,1,39.00546,70407.8,979.7664,18.8624,290.2435,Myanmar (Burma),NA,9,209,120,17,72,97.4294,27.14662251
8,6,5,3,2,2,1,1,37.3026,64500.67,2704.098,11.47333,124.2988,Myanmar (Burma),NA,9,208,128,17,63,98.1194,27.21662251
12,7,5,2,2,2,5,3,24.94969,24938.44,625.6356,25.62712,85.42197,Myanmar (Burma),NA,9,285,137,51,97,97.7794,19.13662251
7,5,4,2,2,2,1,1,37.89948,70860.11,1599.491,15.89219,186.1467,Myanmar (Burma),NA,9,211,130,18,63,97.9994,26.89662251
6,5,3,2,2,2,1,1,40.24141,66417.09,1579.699,14.56605,204.2194,Myanmar (Burma),NA,9,219,122,20,77,97.2894,26.89662251
12,7,6,3,1,1,5,3,23.97499,40243.6,303.8561,24.82706,272.4843,Myanmar (Burma),NA,9,273,129,52,92,98.5894,14.05662251
8,6,4,2,2,2,2,2,29.00671,34340.21,3457.886,9.125925,124.0764,Myanmar (Burma),NA,9,206,120,20,66,96.9194,27.44662251
6,5,3,2,2,2,1,1,29.70579,56246.25,2840.697,11.64953,157.6792,Myanmar (Burma),NA,9,219,122,20,77,97.0494,27.02662251
11,7,5,2,2,2,4,3,24.09795,29169.31,808.8817,24.87273,82.74643,Myanmar (Burma),NA,9,283,135,51,97,97.6294,19.07662251
5,5,1,1,2,2,2,2,37.38386,45778.29,1049.583,19.36228,213.7606,India,NA,9,157,57,23,77,93.9894,27.82662251
5,5,1,1,2,2,2,2,37.66411,52622.43,2309.24,13.91709,132.7439,India,NA,9,167,62,28,77,94.0094,27.61662251
4,4,1,1,2,2,1,1,34.33211,37982.07,2661.557,10.35172,80.26594,India,NA,9,138,54,27,57,94.0994,28.66662251
9,6,5,2,2,2,2,2,2.243116,10836.64,3804.16,6.80335,98.49375,India,NA,9,213,122,20,71,96.9194,27.79662251
9,7,5,3,2,2,2,2,29.98167,45062.56,665.5104,21.59135,189.1439,Vietnam,NA,9,329,164,70,95,105.6994,17.85662251
5,4,4,3,1,1,0,0,38.92920303,49660.62891,2640.180176,9.037467194,104.1948242,Bhutan,NA,9,124,75,11,38,90.3094,27.29662251
9,7,5,3,2,2,2,2,32.18196,56568.93,427.4985,22.11802,192.4214,Vietnam,NA,9,324,155,67,102,106.1294,17.48662251
4,4,1,1,2,2,1,1,32.19107,39573.97,3047.484,9.922356,68.60346,India,NA,9,105,56,26,23,93.9494,28.66662251
12,7,6,3,1,1,5,3,28.58268,48405.65,649.2883,23.88685,201.6873,Myanmar (Burma),NA,9,255,121,40,94,98.7994,13.71662251
3,3,0,0,2,2,1,1,26.48174,55762.11,2383.838,11.46081,85.22464,India,NA,9,132,53,20,59,93.4794,28.22662251
8,6,5,3,2,2,1,1,39.47774,71746.73,1183.536,17.5228,262.6087,Myanmar (Burma),NA,9,211,121,18,72,97.2794,27.16662251
5,5,1,1,2,2,2,2,37.58601,44955.04,1404.885,15.2735,135.5211,India,NA,9,165,64,24,77,93.1994,27.54662251
5,4,2,1,2,2,1,1,36.59848,49822.18,1810.11,15.97913,156.4564,India,NA,9,148,53,24,71,94.0594,28.18662251
3,3,0,0,2,2,1,1,34.26132,70980.8,2773.115,11.80722,88.22912,India,NA,9,133,59,13,61,92.7494,27.71662251
5,5,1,1,2,2,2,2,38.25099,50189.2,1963.774,15.45308,151.6082,India,NA,9,167,62,28,77,93.9294,27.63662251
7,6,3,2,2,2,2,2,33.0454,58381.74,2882.787,10.55793,145.8592,India,NA,9,210,110,16,84,96.9994,27.29662251
10,7,5,3,3,2,2,2,33.54179,49593.59,831.1799,22.20737,129.4305,Vietnam,NA,9,292,156,53,83,104.6594,19.03662251
13,7,6,3,1,1,6,3,31.35438,48083.91,313.8105,25.67857,154.1912,Myanmar (Burma),NA,9,256,114,37,105,99.3794,11.81662251
4,4,0,0,2,2,2,2,35.7743,46704.09,1186.691,19.0632,204.2725,India,NA,9,184,69,30,85,94.0194,27.42662251
6,4,5,3,0,0,1,1,21.59687,67901.03,4000.241,5.142454,74.26028,Myanmar (Burma),NA,9,170,115,4,51,97.8594,28.10662251
2,2,0,0,1,1,1,1,16.87268,21289.99,3564.564,6.450408,41.93478,India,NA,9,137,59,13,65,92.8494,28.04662251
6,5,3,2,1,1,2,2,20.36641502,31971.97656,224.6764679,25.36266479,154.0456848,Laos,NA,9,263,126,46,91,105.7294,16.70662251
3,3,1,1,1,1,1,1,30.03343,33331.39,2893.62,10.56219,78.8327,India,NA,9,121,51,13,57,93.4894,28.32662251
5,4,2,1,2,2,1,1,32.26641,52011.14,3109.053,11.34849,100.7701,India,NA,9,146,56,32,58,94.4894,28.57662251
12,7,6,3,1,1,5,3,27.16078,39449.25,565.4816,24.66813,258.2269,Myanmar (Burma),NA,9,292,130,58,104,98.5694,14.24662251
8,6,5,3,2,2,1,1,37.75026,51239.05,1722.77,15.80875,180.0606,Myanmar (Burma),NA,9,195,120,13,62,97.8594,27.69662251
5,5,1,1,2,2,2,2,37.60242,43831.27,1254.685,17.12113,179.6879,India,NA,9,162,55,27,80,94.0894,27.88662251
9,5,5,2,1,1,3,2,30.8964,53903.6,218.6996,23.7441,212.5768,Myanmar (Burma),NA,9,194,103,16,75,95.5594,25.40662251
2,2,2,2,0,0,0,0,34.12324524,42333.60547,3230.242432,6.778744507,65.04599762,Bhutan,NA,9,95,66,4,25,89.8494,27.74662251
5,4,0,0,1,1,4,3,30.98318,32545.49,369.8638,24.58382,224.0814,Myanmar (Burma),NA,9,170,72,21,77,94.7594,17.87662251
10,7,5,3,3,2,2,2,33.81869,62962.98,1067.649,19.46277,163.9944,Vietnam,NA,9,310,158,63,89,105.2594,18.30662251
5,4,4,3,1,1,0,0,35.53671265,40500.47656,3906.400635,7.272932434,89.35639954,Bhutan,NA,9,124,75,11,38,90.3194,27.17662251
8,6,4,2,2,2,2,2,35.90199,99836.41,2269.93,12.30319,160.4647,Myanmar (Burma),NA,9,206,120,20,66,96.9694,27.51662251
4,4,1,1,2,2,1,1,29.10335,19955.29,3955.314,5.631618,58.07792,India,NA,9,108,70,25,13,95.2694,29.04662251
